"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2000","02810000","SPRINGFIELD","02810125","DRYDEN MEMORIAL","School","348","0","52","59","49","60","51","59","0","0","0","0","0","0","0",,"0%","2.6%","15.5%","50.3%",,,"31.6%","56.9%","43.1%",,"55","15.8%","138","39.7%",,,"164","47.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810030","ELIAS BROOKINGS","School","665","0","56","53","52","54","54","59","99","122","106","0","0","0","0",,"0%","1.2%","39.4%","38.3%",,,"21.1%","47.1%","52.9%",,"78","11.7%","88","13.2%",,,"608","91.4%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810325","FOREST PARK MIDDLE","School","918","0","0","0","0","0","0","0","320","330","268","0","0","0","0",,"0%","4.4%","29.3%","36.1%",,,"30.3%","50%","50%",,"12","1.3%","12","1.3%",,,"918","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810075","FRANK H FREEDMAN","School","343","0","53","60","55","58","59","58","0","0","0","0","0","0","0",,"0%","0%","29.2%","51.9%",,,"19%","50.1%","49.9%",,"85","24.8%","178","51.9%",,,"216","63%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810080","FREDERICK HARRIS","School","346","0","53","56","52","52","61","72","0","0","0","0","0","0","0",,"0.6%","2.3%","22%","35.8%",,,"39.3%","48%","52%",,"0","0%","0","0%",,,"233","67.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810195","GERENA","School","800","51","116","142","120","138","123","110","0","0","0","0","0","0","0",,"0%","0.5%","27.8%","63.1%",,,"8.6%","49.5%","50.5%",,"152","19%","406","50.8%",,,"85","10.6%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810065","GLENWOOD","School","384","0","56","54","71","78","61","64","0","0","0","0","0","0","0",,"0%","1%","18.8%","48.2%",,,"32%","44.8%","55.2%",,"77","20.1%","77","20.1%",,,"316","82.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810510","HIGH SCHOOL OF COMMERCE","School","1,440","0","0","0","0","0","0","0","0","0","0","618","393","256","173",,"0.1%","2.8%","37.4%","42.3%",,,"17.3%","56.5%","43.5%",,"111","7.7%","111","7.7%",,,"1,194","82.9%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810530","HIGH SCHOOL/SCIENCE-TECH","School","1,629","0","0","0","0","0","0","0","0","0","0","492","364","414","359",,"2.3%","3.8%","27.4%","27%",,,"39.5%","46.3%","53.7%",,"97","6%","434","26.6%",,,"763","46.8%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810050","HIRAM L DORMAN","School","286","0","49","51","55","40","46","45","0","0","0","0","0","0","0",,"0%","2.4%","36%","36.7%",,,"24.8%","45.5%","54.5%",,"27","9.4%","112","39.2%",,,"201","70.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810085","HOMER STREET","School","562","41","77","103","90","98","82","71","0","0","0","0","0","0","0",,"0%","0%","44.8%","40.9%",,,"14.2%","46.6%","53.4%",,"50","8.9%","50","8.9%",,,"490","87.2%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810100","INDIAN ORCHARD ELEM","School","524","63","72","88","86","70","77","68","0","0","0","0","0","0","0",,"0%","0.6%","32.8%","28.2%",,,"38.4%","52.1%","47.9%",,"37","7.1%","44","8.4%",,,"277","52.9%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810002","ISLAND POND PRE-K CENTER","School","138","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0%","2.2%","14.5%","34.8%",,,"48.6%","42.8%","57.2%",,"0","0%","24","17.4%",,,"128","92.8%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810328","JOHN F KENNEDY MIDDLE","School","676","0","0","0","0","0","0","0","223","187","211","0","0","0","0",,"0%","3.6%","33.3%","41.9%",,,"21.3%","47.9%","52.1%",,"0","0%","153","22.6%",,,"400","59.2%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810320","JOHN J DUGGAN MIDDLE","School","921","0","0","0","0","0","0","0","346","315","260","0","0","0","0",,"0%","0.8%","27.5%","50.6%",,,"21.2%","48.2%","51.8%",,"157","17%","355","38.5%",,,"714","77.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810110","KENSINGTON AVENUE","School","384","0","73","81","79","51","51","44","0","0","0","0","0","0","0",,"0.3%","3.9%","29.9%","51.6%",,,"14.3%","49.7%","50.3%",,"40","10.4%","73","19%",,,"345","89.8%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810115","LIBERTY","School","291","0","54","39","52","47","52","47","0","0","0","0","0","0","0",,"0%","0.7%","23%","49.8%",,,"26.5%","48.1%","51.9%",,"0","0%","149","51.2%",,,"291","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810120","LINCOLN","School","445","0","68","74","78","76","72","77","0","0","0","0","0","0","0",,"0%","0.7%","38.2%","45.2%",,,"16%","49.2%","50.8%",,"0","0%","143","32.1%",,,"368","82.7%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810330","M MARCUS KILEY MIDDLE","School","1,135","0","0","0","0","0","0","0","424","390","321","0","0","0","0",,"0.8%","2%","25.2%","45.4%",,,"26.6%","48%","52%",,"112","9.9%","346","30.5%",,,"1,135","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810060","MARGARET C ELLS","School","301","0","46","56","59","45","49","46","0","0","0","0","0","0","0",,"0.3%","0.3%","47.2%","24.9%",,,"27.2%","41.9%","58.1%",,"0","0%","12","4%",,,"242","80.4%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810545","MARTIN LUTHER KING ACAD","School","16","0","0","0","0","0","0","0","0","0","0","5","5","4","2",,"0%","0%","81.3%","18.8%",,,"0%","0%","100%",,"0","0%","0","0%",,,"16","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810140","MARY M LYNCH","School","339","0","55","57","50","54","56","54","0","0","0","0","0","0","0",,"0%","0.3%","26.5%","42.5%",,,"30.7%","48.7%","51.3%",,"73","21.5%","145","42.8%",,,"268","79.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810155","MARY M WALSH","School","540","0","83","99","83","100","94","81","0","0","0","0","0","0","0",,"0%","2%","26.9%","39.8%",,,"31.3%","52.8%","47.2%",,"78","14.4%","82","15.2%",,,"389","72%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810145","MARY O POTTENGER","School","512","0","81","85","98","92","77","79","0","0","0","0","0","0","0",,"0.2%","2.3%","24%","51.6%",,,"21.9%","51.6%","48.4%",,"71","13.9%","247","48.2%",,,"405","79.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810600","MASS CAREER DEV INSTITUTE","School","141","0","0","0","0","0","0","0","0","8","14","45","45","22","7",,"0%","0%","25.5%","47.5%",,,"27%","36.9%","63.1%",,"4","2.8%","7","5%",,,"109","77.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810023","MILTON BRADLEY SCHOOL","School","716","60","102","117","109","106","114","108","0","0","0","0","0","0","0",,"0%","1%","29.9%","49.9%",,,"19.3%","46.1%","53.9%",,"168","23.5%","174","24.3%",,,"503","70.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810620","PUTNAM VOC TECH HIGH SCH","School","1,437","0","0","0","0","0","0","0","0","0","0","525","418","295","199",,"0.1%","1.3%","28.5%","53.4%",,,"16.6%","47%","53%",,"118","8.2%","608","42.3%",,,"970","67.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810055","REBECCA M JOHNSON","School","886","37","79","81","86","87","86","77","122","117","114","0","0","0","0",,"0%","0.3%","33.5%","50.9%",,,"15.2%","49.1%","50.9%",,"210","23.7%","210","23.7%",,,"700","79%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810522","S.A.G.E.","School","53","0","0","0","0","0","0","0","0","3","7","13","15","9","6",,"0%","3.8%","45.3%","49.1%",,,"1.9%","7.5%","92.5%",,"0","0%","13","24.5%",,,"50","94.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810020","SAMUEL BOWLES","School","427","0","69","69","73","69","67","71","0","0","0","0","0","0","0",,"0%","0.2%","16.6%","51.3%",,,"31.9%","49.2%","50.8%",,"93","21.8%","97","22.7%",,,"398","93.2%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810670","SHRINERS HOSPITAL","School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0%","0%","0%","0%",,,"0%","0%","0%",,"0","0%","0","0%",,,"0","0%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810000","SPRINGFIELD","District","25,918","694","2,046","2,271","2,201","2,181","2,035","2,000","2,015","1,925","1,674","2,352","1,825","1,451","1,119",,"0.2%","2.1%","29.7%","42.4%",,,"25.6%","48.6%","51.4%",,"2,791","10.8%","6,838","26.4%",,,"18,943","73.1%",,,"5,718","22.1%"
"2000","02810000","SPRINGFIELD","02810535","SPRINGFIELD ACADEMY","School","71","0","0","0","0","0","0","2","14","9","21","17","5","2","1",,"0%","1.4%","23.9%","43.7%",,,"31%","11.3%","88.7%",,"1","1.4%","26","36.6%",,,"71","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810500","SPRINGFIELD CENTRAL HIGH","School","1,755","0","0","0","0","0","0","0","0","0","0","542","498","384","331",,"0.2%","3.9%","27.4%","28%",,,"40.5%","50.4%","49.6%",,"81","4.6%","81","4.6%",,,"791","45.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810540","SPRINGFIELD H S","School","151","0","0","0","0","0","0","0","0","0","0","33","42","40","36",,"0%","0%","41.7%","44.4%",,,"13.9%","41.1%","58.9%",,"0","0%","11","7.3%",,,"120","79.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810160","SUMNER AVENUE","School","540","37","82","94","80","94","74","79","0","0","0","0","0","0","0",,"0%","14.1%","28.7%","33.1%",,,"24.1%","47.2%","52.8%",,"76","14.1%","76","14.1%",,,"433","80.2%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810015","THOMAS M BALLIET","School","293","0","49","52","52","48","43","49","0","0","0","0","0","0","0",,"0%","1.4%","41.6%","23.9%",,,"33.1%","46.4%","53.6%",,"2","0.7%","84","28.7%",,,"226","77.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810180","WARNER","School","362","56","52","54","57","49","46","48","0","0","0","0","0","0","0",,"0.3%","2.2%","33.4%","25.7%",,,"38.4%","51.4%","48.6%",,"0","0%","34","9.4%",,,"266","73.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810185","WASHINGTON","School","472","0","77","75","74","77","88","81","0","0","0","0","0","0","0",,"0%","1.7%","19.1%","53.8%",,,"25.4%","45.8%","54.2%",,"141","29.9%","149","31.6%",,,"472","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810190","WHITE STREET","School","482","0","83","104","85","80","60","64","0","0","0","0","0","0","0",,"0%","2.5%","28.8%","55%",,,"13.7%","53.1%","46.9%",,"101","21%","278","57.7%",,,"482","100%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810045","WILLIAM N DEBERRY","School","395","0","57","68","77","72","56","65","0","0","0","0","0","0","0",,"0%","0.3%","38.2%","52.9%",,,"8.6%","48.9%","51.1%",,"113","28.6%","210","53.2%",,,"391","99%",,,"0","0%"
"1999","02810000","Springfield","02810095","Alfred G Zanetti","School","374","0","63","77","61","57","55","61","0","0","0","0","0","0","0",,,"2.4%","30.2%","57.8%",,,"9.6%","47.9%","52.1%",,"112","29.9%","177","47.3%",,,"359","96%",,,,
"1999","02810000","Springfield","02810175","Alice B Beal Elem","School","335","0","59","55","57","52","57","55","0","0","0","0","0","0","0",,,"2.1%","30.4%","29%",,,"38.5%","50.7%","49.3%",,,,"104","31%",,,"218","65.1%",,,,
"1999","02810000","Springfield","02810165","Arthur T Talmadge","School","328","0","49","59","51","62","45","55","0","0","0","0","0","0","0",,,"2.7%","34.8%","15.2%",,,"47.3%","47.6%","52.4%",,"1","0.3%","19","5.8%",,,"200","61%",,,,
"1999","02810000","Springfield","02810010","Boland School","School","377","46","53","59","58","58","47","56","0","0","0","0","0","0","0",,,"0.8%","26.8%","52%",,,"20.4%","49.6%","50.4%",,"38","10.1%","115","30.5%",,,"334","88.6%",,,,
"1999","02810000","Springfield","02810520","Bridge Academy","School","166","0","0","0","0","0","0","0","0","0","14","67","34","34","17",,,,"32.5%","47.6%",,,"19.9%","71.7%","28.3%",,,,"67","40.4%",,,"110","66.3%",,,,
"1999","02810000","Springfield","02810025","Brightwood","School","489","39","80","79","85","66","73","67","0","0","0","0","0","0","0",,,"0.6%","35.4%","55%",,,"9%","47%","53%",,"142","29%","272","55.6%",,,"416","85.1%",,,,
"1999","02810000","Springfield","02810310","Chestnut Street Middle","School","1,218","0","0","0","0","0","0","0","436","354","394","0","0","0","0",,,"1.1%","31.3%","40.1%",,,"27.6%","49.5%","50.5%",,"103","8.5%","501","41.1%",,,"897","73.6%",,,,
"1999","02810000","Springfield","02810035","Daniel B Brunton","School","614","56","86","102","105","81","73","111","0","0","0","0","0","0","0",,,"2.3%","23.3%","34.5%",,,"39.9%","47.2%","52.8%",,"93","15.1%","157","25.6%",,,"339","55.2%",,,,
"1999","02810000","Springfield","02810125","Dryden Memorial","School","348","0","50","52","58","52","59","55","0","0","0","0","0","0","0",,,"0.9%","21.6%","42.5%",,,"35.1%","52.3%","47.7%",,"69","19.8%","123","35.3%",,,"136","39.1%",,,,
"1999","02810000","Springfield","02810030","Elias Brookings","School","647","0","54","59","54","50","52","52","126","94","96","0","0","0","0",,,"1.9%","37.6%","36.2%",,,"24.4%","47.1%","52.9%",,"79","12.2%","106","16.4%",,,"537","83%",,,,
"1999","02810000","Springfield","02810325","Forest Park Middle","School","909","0","0","0","0","0","0","0","331","280","298","0","0","0","0",,"0.3%","5.5%","31.2%","35.9%",,,"27.1%","48%","52%",,"23","2.5%","210","23.1%",,,"666","73.3%",,,,
"1999","02810000","Springfield","02810075","Frank H Freedman","School","339","0","50","56","60","52","58","63","0","0","0","0","0","0","0",,,"0.6%","35.1%","47.2%",,,"17.1%","49.3%","50.7%",,"84","24.8%","162","47.8%",,,"260","76.7%",,,,
"1999","02810000","Springfield","02810080","Frederick Harris","School","421","52","54","55","54","71","83","52","0","0","0","0","0","0","0",,,"2.1%","20.9%","34.4%",,,"42.5%","49.9%","50.1%",,,,"27","6.4%",,,"255","60.6%",,,,
"1999","02810000","Springfield","02810195","Gerena","School","878","110","145","147","143","111","103","119","0","0","0","0","0","0","0",,,"0.6%","31.1%","55.5%",,,"12.9%","50.8%","49.2%",,"172","19.6%","341","38.8%",,,"750","85.4%",,,,
"1999","02810000","Springfield","02810065","Glenwood","School","387","0","49","63","74","70","63","68","0","0","0","0","0","0","0",,,"0.8%","21.2%","47.8%",,,"30.2%","45.7%","54.3%",,"70","18.1%","75","19.4%",,,"307","79.3%",,,,
"1999","02810000","Springfield","02810510","High School Of Commerce","School","1,069","0","0","0","0","0","0","0","0","0","0","518","222","188","141",,,"4.4%","33.2%","47.4%",,,"15%","52.5%","47.5%",,"135","12.6%","412","38.5%",,,"718","67.2%",,,,
"1999","02810000","Springfield","02810530","High School/Science-Tech","School","1,645","0","0","0","0","0","0","0","0","0","0","436","460","446","263",,"0.2%","3.6%","27.8%","27.2%",,,"41.2%","44%","56%",,"82","5%","82","5%",,,"616","37.4%",,,,
"1999","02810000","Springfield","02810050","Hiram L Dorman","School","313","0","50","63","48","50","49","53","0","0","0","0","0","0","0",,,"2.2%","37.1%","32.9%",,,"27.8%","41.2%","58.8%",,"14","4.5%","19","6.1%",,,"297","94.9%",,,,
"1999","02810000","Springfield","02810085","Homer Street","School","574","65","89","85","94","84","74","83","0","0","0","0","0","0","0",,,"0.3%","47.6%","34%",,,"18.1%","49.7%","50.3%",,"18","3.1%","18","3.1%",,,"429","74.7%",,,,
"1999","02810000","Springfield","02810100","Indian Orchard Elem","School","392","0","62","76","55","67","61","62","0","0","0","0","0","0","0",,,"0.3%","31.4%","26%",,,"42.3%","48.2%","51.8%",,"26","6.6%","30","7.7%",,,"228","58.2%",,,,
"1999","02810000","Springfield","02810002","Island Pond Pre-K Center","School","114","114","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0.9%","23.7%","44.7%",,,"30.7%","36.8%","63.2%",,"35","30.7%","35","30.7%",,,"91","79.8%",,,,
"1999","02810000","Springfield","02810328","John F Kennedy Middle","School","648","0","0","0","0","0","0","0","218","203","227","0","0","0","0",,,"1.2%","36.6%","38.9%",,,"23.3%","44.3%","55.7%",,,,"231","35.6%",,,"563","86.9%",,,,
"1999","02810000","Springfield","02810320","John J Duggan Middle","School","884","0","0","0","0","0","0","0","295","278","311","0","0","0","0",,,"1%","29.1%","46%",,,"23.9%","47.9%","52.1%",,"90","10.2%","315","35.6%",,,"736","83.3%",,,,
"1999","02810000","Springfield","02810110","Kensington Avenue","School","360","0","62","68","73","53","48","52","0","0","0","0","0","0","0",,"0.3%","3.1%","31.1%","45.3%",,,"20.3%","49.4%","50.6%",,"19","5.3%","68","18.9%",,,"332","92.2%",,,,
"1999","02810000","Springfield","02810115","Liberty","School","316","0","52","55","53","51","52","53","0","0","0","0","0","0","0",,,"0.3%","25.6%","43.4%",,,"30.7%","46.8%","53.2%",,,,"1","0.3%",,,"252","79.7%",,,,
"1999","02810000","Springfield","02810120","Lincoln","School","451","0","64","70","79","80","79","79","0","0","0","0","0","0","0",,,"0.7%","39.9%","43.2%",,,"16.2%","49.2%","50.8%",,,,"65","14.4%",,,"396","87.8%",,,,
"1999","02810000","Springfield","02810330","M Marcus Kiley Middle","School","1,069","0","0","0","0","0","0","0","342","305","342","0","0","0","0",,"0.6%","1.9%","25.9%","42.7%",,,"29%","46.6%","53.4%",,"236","22.1%","333","31.2%",,,"767","71.7%",,,,
"1999","02810000","Springfield","02810060","Margaret C Ells","School","309","0","51","59","48","53","47","51","0","0","0","0","0","0","0",,,,"43.7%","23.3%",,,"33%","45%","55%",,,,"11","3.6%",,,"248","80.3%",,,,
"1999","02810000","Springfield","02810545","Martin Luther King Acad","School","15","0","0","0","0","0","0","0","0","0","0","3","2","4","6",,,,,,,,,"0%","0%",,,,,,,,,,,,,
"1999","02810000","Springfield","02810140","Mary M Lynch","School","346","0","52","51","55","59","63","51","0","0","0","0","0","0","0",,,"0.6%","26.6%","41%",,,"31.8%","45.7%","54.3%",,"86","24.9%","144","41.6%",,,"237","68.5%",,,,
"1999","02810000","Springfield","02810155","Mary M Walsh","School","544","0","77","97","109","96","78","87","0","0","0","0","0","0","0",,,"1.5%","27.6%","38.2%",,,"32.7%","47.1%","52.9%",,"86","15.8%","94","17.3%",,,"379","69.7%",,,,
"1999","02810000","Springfield","02810145","Mary O Pottenger","School","493","0","71","88","96","81","78","79","0","0","0","0","0","0","0",,,"1.6%","26.2%","49.9%",,,"22.3%","53.8%","46.2%",,"65","13.2%","249","50.5%",,,"414","84%",,,,
"1999","02810000","Springfield","02810600","Mass Career Dev Institute","School","118","0","0","0","0","0","0","0","3","7","12","43","26","23","4",,,,"41.5%","44.9%",,,"13.6%","45.8%","54.2%",,"4","3.4%","53","44.9%",,,"106","89.8%",,,,
"1999","02810000","Springfield","02810023","Milton Bradley School","School","726","68","106","109","105","99","105","96","0","0","0","0","0","0","0",,,"1.2%","29.5%","50%",,,"19.3%","46%","54%",,"158","21.8%","169","23.3%",,,"509","70.1%",,,,
"1999","02810000","Springfield","02810620","Putnam Voc Tech High Sch","School","1,556","0","0","0","0","0","0","0","0","0","0","604","427","284","241",,"0.1%","1.2%","29.2%","51.2%",,,"18.4%","48%","52%",,"104","6.7%","668","42.9%",,,"1,098","70.6%",,,,
"1999","02810000","Springfield","02810055","Rebecca M Johnson","School","876","37","76","80","90","85","75","78","127","118","110","0","0","0","0",,,,"32.3%","49.8%",,,"17.9%","48.2%","51.8%",,"219","25%","219","25%",,,"633","72.3%",,,,
"1999","02810000","Springfield","02810522","S.A.G.E.","School","33","0","0","0","0","0","0","0","1","2","2","11","7","5","5",,,,"42.4%","45.5%",,,"12.1%","15.2%","84.8%",,,,"15","45.5%",,,"31","93.9%",,,,
"1999","02810000","Springfield","02810020","Samuel Bowles","School","415","0","61","72","65","72","63","72","0","0","0","0","0","0","0",,,"0.5%","17.1%","48%",,,"34.5%","47.7%","52.3%",,"85","20.5%","89","21.4%",,,"370","89.2%",,,,
"1999","02810000","Springfield","02810000","Springfield","District","25,524","651","2,046","2,288","2,266","2,114","2,013","2,078","1,879","1,641","1,806","2,366","1,668","1,343","1,091",,"0.1%","2%","30.6%","40.8%",,,"26.5%","48.3%","51.7%",,"2,929","11.5%","6,668","26.1%",,,"18,144","71.1%",,,"5,181","20.3%"
"1999","02810000","Springfield","02810500","Springfield Central High","School","1,832","0","0","0","0","0","0","0","0","0","0","623","466","340","403",,"0.2%","3.1%","29.3%","27.8%",,,"39.7%","53.5%","46.5%",,"64","3.5%","64","3.5%",,,"798","43.6%",,,,
"1999","02810000","Springfield","02810540","Springfield H S","School","115","0","0","0","0","0","0","0","0","0","0","61","24","19","11",,,,"41.7%","46.1%",,,"12.2%","33.9%","66.1%",,,,"53","46.1%",,,"79","68.7%",,,,
"1999","02810000","Springfield","02810160","Sumner Avenue","School","473","0","75","83","78","85","79","73","0","0","0","0","0","0","0",,,"15%","30.2%","32.6%",,,"22.2%","47.8%","52.2%",,"58","12.3%","71","15%",,,"406","85.8%",,,,
